tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
Polish Open Warsaw 2002,2002-11-14,KOSTAL Radek,SEREDA Peter,4,0,"11,11,11,11|8,7,6,9",,GRAND_SLAM,MS,1507,Qualification,KOSTAL Radek (CZE),SEREDA Peter (SVK),KOSTAL Radek
Polish Open Warsaw 2002,2002-11-14,TIE Yana,ZHAO Danni,4,2,"11,6,11,6,11,11|8,11,8,11,6,7",R64,GRAND_SLAM,WS,1507,Main Draw,TIE Yana (HKG),ZHAO Danni (SGP),TIE Yana
Polish Open Warsaw 2002,2002-11-14,UMEMURA Aya,MOCROUSOV Elena,4,0,"11,11,11,11|3,5,4,7",R64,GRAND_SLAM,WS,1507,Main Draw,UMEMURA Aya (JPN),MOCROUSOV Elena (MDA),UMEMURA Aya
Polish Open Warsaw 2002,2002-11-14,LOGATZKAYA Tatyana,STRBIKOVA Renata,4,3,"7,11,11,11,8,11,11|11,13,5,6,11,8,5",R64,GRAND_SLAM,WS,1507,Main Draw,LOGATZKAYA Tatyana (BLR),STRBIKOVA Renata (CZE),LOGATZKAYA Tatyana
Polish Open Warsaw 2002,2002-11-14,SONG Ah Sim,POTA Georgina,4,2,"9,6,11,11,11,11|11,11,7,9,8,7",R64,GRAND_SLAM,WS,1507,Main Draw,SONG Ah Sim (HKG),POTA Georgina (HUN),SONG Ah Sim
Polish Open Warsaw 2002,2002-11-14,BADESCU Otilia,NISHII Miyuki,4,1,"11,11,12,18,11|9,2,10,20,8",R64,GRAND_SLAM,WS,1507,Main Draw,BADESCU Otilia (ROU),NISHII Miyuki (JPN),BADESCU Otilia
Polish Open Warsaw 2002,2002-11-14,LAU Sui Fei,HIRANO Sayaka,4,1,"12,11,11,5,11|10,7,9,11,9",R64,GRAND_SLAM,WS,1507,Main Draw,LAU Sui Fei (HKG),HIRANO Sayaka (JPN),LAU Sui Fei
Polish Open Warsaw 2002,2002-11-14,HIURA Reiko,MIE Anne-Claire,4,3,"11,11,9,11,8,8,11|3,9,11,4,11,11,9",R64,GRAND_SLAM,WS,1507,Main Draw,HIURA Reiko (JPN),MIE Anne-Claire (FRA),HIURA Reiko
Polish Open Warsaw 2002,2002-11-14,KISHIDA Satoko,LUCZAKOWSKA Daria,4,1,"11,11,11,5,11|0,3,6,11,4",R64,GRAND_SLAM,WS,1507,Main Draw,KISHIDA Satoko (JPN),LUCZAKOWSKA Daria (POL),KISHIDA Satoko
Polish Open Warsaw 2002,2002-11-14,LIN Ling,NARKIEWICZ Paulina Joanna,4,0,"11,11,11,11|4,3,9,5",R64,GRAND_SLAM,WS,1507,Main Draw,LIN Ling (HKG),NARKIEWICZ Paulina Joanna (POL),LIN Ling
Polish Open Warsaw 2002,2002-11-14,LI Nan,GOROWSKA Magdalena,4,0,"11,11,11,11|2,7,1,4",R64,GRAND_SLAM,WS,1507,Main Draw,LI Nan (CHN),GOROWSKA Magdalena (POL),LI Nan
Polish Open Warsaw 2002,2002-11-14,VACENOVSKA Iveta,LOVAS Petra,4,3,"10,11,11,10,11,2,11|12,9,5,12,5,11,2",R64,GRAND_SLAM,WS,1507,Main Draw,VACENOVSKA Iveta (CZE),LOVAS Petra (HUN),VACENOVSKA Iveta
Polish Open Warsaw 2002,2002-11-14,ODOROVA Eva,MOLNAR Zita,4,3,"11,11,11,7,12,11,11|9,13,13,11,10,8,5",R64,GRAND_SLAM,WS,1507,Main Draw,ODOROVA Eva (SVK),MOLNAR Zita (HUN),ODOROVA Eva
Polish Open Warsaw 2002,2002-11-14,GUO Yan (1982),GLADIEUX Elisabeth,4,0,"11,11,11,11|9,5,5,7",R64,GRAND_SLAM,WS,1507,Main Draw,GUO Yan (1982) (CHN),GLADIEUX Elisabeth (FRA),GUO Yan (1982)
Polish Open Warsaw 2002,2002-11-14,CAO Xingni,STEFANSKA Kinga,4,2,"9,11,11,11,9,11|11,4,9,2,11,4",R64,GRAND_SLAM,WS,1507,Main Draw,CAO Xingni (CHN),STEFANSKA Kinga (POL),CAO Xingni
Polish Open Warsaw 2002,2002-11-14,KRAVCHENKO Marina,KRAWCZYK Renata,4,0,"11,11,11,11|2,4,7,2",R64,GRAND_SLAM,WS,1507,Main Draw,KRAVCHENKO Marina (ISR),KRAWCZYK Renata (POL),KRAVCHENKO Marina
Polish Open Warsaw 2002,2002-11-14,ROBERTSON Laura,ELLO Vivien,4,1,"11,13,11,9,11|5,11,5,11,9",R64,GRAND_SLAM,WS,1507,Main Draw,ROBERTSON Laura (GER),ELLO Vivien (HUN),ROBERTSON Laura
Polish Open Warsaw 2002,2002-11-14,STEFF Mihaela,ROHR Gaby,4,1,"11,9,12,11,11|8,11,10,7,4",R64,GRAND_SLAM,WS,1507,Main Draw,STEFF Mihaela (ROU),ROHR Gaby (GER),STEFF Mihaela
Polish Open Warsaw 2002,2002-11-14,RYU Jihae,NORDENBERG Linda,4,0,"11,11,11,11|6,4,7,9",R64,GRAND_SLAM,WS,1507,Main Draw,RYU Jihae (KOR),NORDENBERG Linda (SWE),RYU Jihae
Polish Open Warsaw 2002,2002-11-14,FAZEKAS Maria,COSTES Agathe,4,0,"11,11,11,11|6,4,7,6",R64,GRAND_SLAM,WS,1507,Main Draw,FAZEKAS Maria (HUN),COSTES Agathe (FRA),FAZEKAS Maria
Polish Open Warsaw 2002,2002-11-14,NISHII Yuka,KOVTUN Elena,4,0,"11,11,11,11|6,6,6,5",R64,GRAND_SLAM,WS,1507,Main Draw,NISHII Yuka (JPN),KOVTUN Elena (UKR),NISHII Yuka
Polish Open Warsaw 2002,2002-11-14,GUO Yue,RATHER Jasna,4,1,"10,11,11,11,11|12,8,4,4,6",R64,GRAND_SLAM,WS,1507,Main Draw,GUO Yue (CHN),RATHER Jasna (USA),GUO Yue
Polish Open Warsaw 2002,2002-11-14,TASEI Mikie,BORZA Valeria,4,0,"11,11,11,11|4,8,3,7",R64,GRAND_SLAM,WS,1507,Main Draw,TASEI Mikie (JPN),BORZA Valeria (ROU),TASEI Mikie
Polish Open Warsaw 2002,2002-11-14,ZHANG Rui,PAVLOVICH Veronika,4,0,"11,11,11,11|6,6,9,8",R64,GRAND_SLAM,WS,1507,Main Draw,ZHANG Rui (HKG),PAVLOVICH Veronika (BLR),ZHANG Rui
Polish Open Warsaw 2002,2002-11-14,ZAMFIR Adriana,MOLNAR Cornelia,3,0,"11,11,11|7,5,2",R64,GRAND_SLAM,WS,1507,Main Draw,ZAMFIR Adriana (ROU),MOLNAR Cornelia (CRO),ZAMFIR Adriana
Polish Open Warsaw 2002,2002-11-14,BOROS Tamara,SZYMANSKA Antonina,4,1,"11,11,11,8,13|4,4,4,11,11",R64,GRAND_SLAM,WS,1507,Main Draw,BOROS Tamara (CRO),SZYMANSKA Antonina (POL),BOROS Tamara
Polish Open Warsaw 2002,2002-11-14,ZHANG Yining,KOSTROMINA Tatyana (1973),4,1,"8,11,11,11,11|11,6,5,3,6",R32,GRAND_SLAM,WS,1507,Main Draw,ZHANG Yining (CHN),KOSTROMINA Tatyana (1973) (BLR),ZHANG Yining
Polish Open Warsaw 2002,2002-11-14,FUJINUMA Ai,KRAMER Tanja,4,1,"11,13,11,7,11|9,11,8,11,9",R32,GRAND_SLAM,WS,1507,Main Draw,FUJINUMA Ai (JPN),KRAMER Tanja (GER),FUJINUMA Ai
Polish Open Warsaw 2002,2002-11-14,LI Xiaoxia,STRUSE Nicole,4,3,"11,6,11,11,9,11,11|8,11,13,9,11,5,9",R32,GRAND_SLAM,WS,1507,Main Draw,LI Xiaoxia (CHN),STRUSE Nicole (GER),LI Xiaoxia
Polish Open Warsaw 2002,2002-11-14,SCHALL Elke,TIE Yana,4,1,"11,11,8,11,11|4,4,11,4,7",R32,GRAND_SLAM,WS,1507,Main Draw,SCHALL Elke (GER),TIE Yana (HKG),SCHALL Elke
Polish Open Warsaw 2002,2002-11-14,UMEMURA Aya,LOGATZKAYA Tatyana,4,3,"12,4,10,8,11,11,14|10,11,12,11,5,6,12",R32,GRAND_SLAM,WS,1507,Main Draw,UMEMURA Aya (JPN),LOGATZKAYA Tatyana (BLR),UMEMURA Aya
Polish Open Warsaw 2002,2002-11-14,BADESCU Otilia,SONG Ah Sim,4,1,"9,11,11,11,11|11,8,6,7,9",R32,GRAND_SLAM,WS,1507,Main Draw,BADESCU Otilia (ROU),SONG Ah Sim (HKG),BADESCU Otilia
Polish Open Warsaw 2002,2002-11-14,LAU Sui Fei,HIURA Reiko,4,1,"11,11,11,7,11|3,9,9,11,5",R32,GRAND_SLAM,WS,1507,Main Draw,LAU Sui Fei (HKG),HIURA Reiko (JPN),LAU Sui Fei
Polish Open Warsaw 2002,2002-11-14,LIN Ling,KISHIDA Satoko,4,2,"9,11,11,14,7,11|11,8,8,12,11,7",R32,GRAND_SLAM,WS,1507,Main Draw,LIN Ling (HKG),KISHIDA Satoko (JPN),LIN Ling
Polish Open Warsaw 2002,2002-11-14,LI Nan,VACENOVSKA Iveta,4,2,"11,10,11,8,11,11|8,12,6,11,8,7",R32,GRAND_SLAM,WS,1507,Main Draw,LI Nan (CHN),VACENOVSKA Iveta (CZE),LI Nan
Polish Open Warsaw 2002,2002-11-14,GUO Yan (1982),ODOROVA Eva,4,3,"13,11,11,7,9,11,11|15,5,6,11,11,4,7",R32,GRAND_SLAM,WS,1507,Main Draw,GUO Yan (1982) (CHN),ODOROVA Eva (SVK),GUO Yan (1982)
Polish Open Warsaw 2002,2002-11-14,CAO Xingni,KRAVCHENKO Marina,4,2,"11,11,11,9,6,12|4,4,7,11,11,10",R32,GRAND_SLAM,WS,1507,Main Draw,CAO Xingni (CHN),KRAVCHENKO Marina (ISR),CAO Xingni
Polish Open Warsaw 2002,2002-11-14,STEFF Mihaela,ROBERTSON Laura,4,3,"11,11,6,7,11,9,11|8,1,11,11,9,11,9",R32,GRAND_SLAM,WS,1507,Main Draw,STEFF Mihaela (ROU),ROBERTSON Laura (GER),STEFF Mihaela
Polish Open Warsaw 2002,2002-11-14,RYU Jihae,FAZEKAS Maria,4,3,"8,11,7,7,11,11,12|11,9,11,11,9,1,10",R32,GRAND_SLAM,WS,1507,Main Draw,RYU Jihae (KOR),FAZEKAS Maria (HUN),RYU Jihae
Polish Open Warsaw 2002,2002-11-14,GUO Yue,NISHII Yuka,4,0,"11,11,11,11|6,4,7,1",R32,GRAND_SLAM,WS,1507,Main Draw,GUO Yue (CHN),NISHII Yuka (JPN),GUO Yue
Polish Open Warsaw 2002,2002-11-14,ZHANG Rui,TASEI Mikie,4,1,"11,11,11,8,13|3,8,4,11,11",R32,GRAND_SLAM,WS,1507,Main Draw,ZHANG Rui (HKG),TASEI Mikie (JPN),ZHANG Rui
Polish Open Warsaw 2002,2002-11-14,BOROS Tamara,ZAMFIR Adriana,4,0,"11,11,11,11|5,7,8,6",R32,GRAND_SLAM,WS,1507,Main Draw,BOROS Tamara (CRO),ZAMFIR Adriana (ROU),BOROS Tamara
Polish Open Warsaw 2002,2002-11-14,ZHANG Yining,FUJINUMA Ai,4,1,"11,11,11,7,11|6,8,5,11,9",R16,GRAND_SLAM,WS,1507,Main Draw,ZHANG Yining (CHN),FUJINUMA Ai (JPN),ZHANG Yining
Polish Open Warsaw 2002,2002-11-14,LI Xiaoxia,SCHALL Elke,4,1,"11,10,11,13,11|7,12,3,11,7",R16,GRAND_SLAM,WS,1507,Main Draw,LI Xiaoxia (CHN),SCHALL Elke (GER),LI Xiaoxia
Polish Open Warsaw 2002,2002-11-14,BADESCU Otilia,UMEMURA Aya,4,2,"13,6,13,14,13,11|11,11,15,12,11,9",R16,GRAND_SLAM,WS,1507,Main Draw,BADESCU Otilia (ROU),UMEMURA Aya (JPN),BADESCU Otilia
Polish Open Warsaw 2002,2002-11-14,LIN Ling,LAU Sui Fei,4,0,"11,11,14,11|8,8,12,4",R16,GRAND_SLAM,WS,1507,Main Draw,LIN Ling (HKG),LAU Sui Fei (HKG),LIN Ling
Polish Open Warsaw 2002,2002-11-14,GUO Yan (1982),LI Nan,4,2,"11,11,11,11,12,11|4,6,8,13,14,7",R16,GRAND_SLAM,WS,1507,Main Draw,GUO Yan (1982) (CHN),LI Nan (CHN),GUO Yan (1982)
Polish Open Warsaw 2002,2002-11-14,STEFF Mihaela,CAO Xingni,4,1,"9,11,11,11,11|11,4,7,6,5",R16,GRAND_SLAM,WS,1507,Main Draw,STEFF Mihaela (ROU),CAO Xingni (CHN),STEFF Mihaela
Polish Open Warsaw 2002,2002-11-14,GUO Yue,RYU Jihae,4,2,"11,5,11,11,9,11|4,11,8,5,11,5",R16,GRAND_SLAM,WS,1507,Main Draw,GUO Yue (CHN),RYU Jihae (KOR),GUO Yue
Polish Open Warsaw 2002,2002-11-14,ZHANG Rui,BOROS Tamara,4,2,"11,7,8,11,11,11|9,11,11,6,3,5",R16,GRAND_SLAM,WS,1507,Main Draw,ZHANG Rui (HKG),BOROS Tamara (CRO),ZHANG Rui
Polish Open Warsaw 2002,2002-11-14,ZHANG Yining,LI Xiaoxia,4,0,"11,11,11,11|9,8,4,4",QF,GRAND_SLAM,WS,1507,Main Draw,ZHANG Yining (CHN),LI Xiaoxia (CHN),ZHANG Yining
Polish Open Warsaw 2002,2002-11-14,LIN Ling,BADESCU Otilia,4,2,"11,11,9,11,11,18|7,8,11,6,13,16",QF,GRAND_SLAM,WS,1507,Main Draw,LIN Ling (HKG),BADESCU Otilia (ROU),LIN Ling
Polish Open Warsaw 2002,2002-11-14,GUO Yan (1982),STEFF Mihaela,4,0,"11,11,13,12|9,3,11,10",QF,GRAND_SLAM,WS,1507,Main Draw,GUO Yan (1982) (CHN),STEFF Mihaela (ROU),GUO Yan (1982)
Polish Open Warsaw 2002,2002-11-14,GUO Yue,ZHANG Rui,4,1,"11,6,12,11,12|8,11,10,9,10",QF,GRAND_SLAM,WS,1507,Main Draw,GUO Yue (CHN),ZHANG Rui (HKG),GUO Yue
Polish Open Warsaw 2002,2002-11-14,ZHANG Yining,LIN Ling,4,0,"11,11,11,11|6,8,5,8",SF,GRAND_SLAM,WS,1507,Main Draw,ZHANG Yining (CHN),LIN Ling (HKG),ZHANG Yining
Polish Open Warsaw 2002,2002-11-14,GUO Yan (1982),GUO Yue,4,3,"9,7,12,11,11,11,13|11,11,14,4,7,9,11",SF,GRAND_SLAM,WS,1507,Main Draw,GUO Yan (1982) (CHN),GUO Yue (CHN),GUO Yan (1982)
Polish Open Warsaw 2002,2002-11-14,ZHANG Yining,GUO Yan (1982),4,3,"16,10,2,11,11,11,12|18,12,11,6,7,9,10",F,GRAND_SLAM,WS,1507,Main Draw,ZHANG Yining (CHN),GUO Yan (1982) (CHN),ZHANG Yining
Polish Open Warsaw 2002,2002-11-14,SZOTEK Karol/TOMICKI Jaroslaw,BRATANOV Martin/CLOSSET Marc,3,2,"11,8,7,12,11|8,11,11,10,9",QR64,GRAND_SLAM,MD,1507,Qualification,SZOTEK Karol (POL) / TOMICKI Jaroslaw (POL),BRATANOV Martin (BEL) / CLOSSET Marc (BEL),SZOTEK Karol
Polish Open Warsaw 2002,2002-11-14,CHUMAKOU Dmitry/NEKHVEDOVICH Vitaly,BALL Andreas/SUSS Christian,3,0,"11,11,11|8,5,5",QR64,GRAND_SLAM,MD,1507,Qualification,CHUMAKOU Dmitry (BLR) / NEKHVEDOVICH Vitaly (BLR),BALL Andreas (GER) / SUSS Christian (GER),CHUMAKOU Dmitry
Polish Open Warsaw 2002,2002-11-14,CABESTANY Cedrik/VARIN Eric,CHUMAKOU Dmitry/NEKHVEDOVICH Vitaly,3,1,"8,11,11,11|11,3,8,7",QR32,GRAND_SLAM,MD,1507,Qualification,CABESTANY Cedrik (FRA) / VARIN Eric (FRA),CHUMAKOU Dmitry (BLR) / NEKHVEDOVICH Vitaly (BLR),CABESTANY Cedrik
Polish Open Warsaw 2002,2002-11-14,MOLDOVAN Istvan/MONTEIRO Thiago,PISTEJ Lubomir/SEREDA Peter,3,2,"5,11,9,11,11|11,7,11,7,1",QR32,GRAND_SLAM,MD,1507,Qualification,MOLDOVAN Istvan (NOR) / MONTEIRO Thiago (BRA),PISTEJ Lubomir (SVK) / SEREDA Peter (SVK),MOLDOVAN Istvan
Polish Open Warsaw 2002,2002-11-14,HAKANSSON Fredrik/SVENSSON Robert,MOLDOVAN Istvan/MONTEIRO Thiago,3,0,"11,11,12|6,8,10",QR16,GRAND_SLAM,MD,1507,Qualification,HAKANSSON Fredrik (SWE) / SVENSSON Robert (SWE),MOLDOVAN Istvan (NOR) / MONTEIRO Thiago (BRA),HAKANSSON Fredrik
Polish Open Warsaw 2002,2002-11-14,KONG Linghui/MA Lin,MANSSON Magnus/NILSSON Peter,4,0,"11,11,11,11|8,7,6,4",R16,GRAND_SLAM,MD,1507,Main Draw,KONG Linghui (CHN) / MA Lin (CHN),MANSSON Magnus (SWE) / NILSSON Peter (SWE),KONG Linghui
Polish Open Warsaw 2002,2002-11-14,KONG Linghui/MA Lin,SANADA Koji/TASAKI Toshio,4,1,"11,11,11,8,11|3,9,2,11,5",QF,GRAND_SLAM,MD,1507,Main Draw,KONG Linghui (CHN) / MA Lin (CHN),SANADA Koji (JPN) / TASAKI Toshio (JPN),KONG Linghui
Polish Open Warsaw 2002,2002-11-14,KONG Linghui/MA Lin,BLASZCZYK Lucjan/KRZESZEWSKI Tomasz,4,1,"11,11,11,9,11|4,9,7,11,7",SF,GRAND_SLAM,MD,1507,Main Draw,KONG Linghui (CHN) / MA Lin (CHN),BLASZCZYK Lucjan (POL) / KRZESZEWSKI Tomasz (POL),KONG Linghui
Polish Open Warsaw 2002,2002-11-14,QIN Zhijian/WANG Liqin,KONG Linghui/MA Lin,4,2,"5,11,11,7,11,12|11,7,6,11,6,10",F,GRAND_SLAM,MD,1507,Main Draw,QIN Zhijian (CHN) / WANG Liqin (CHN),KONG Linghui (CHN) / MA Lin (CHN),QIN Zhijian
Polish Open Warsaw 2002,2002-11-14,HOREJSI Miroslav/PLACHY Josef,GUDILKIN Igor/KIELB Dariusz,3,2,"11,11,5,9,11|4,8,11,11,4",QR64,GRAND_SLAM,MD,1507,Qualification,HOREJSI Miroslav (CZE) / PLACHY Josef (CZE),GUDILKIN Igor (UKR) / KIELB Dariusz (POL),HOREJSI Miroslav
Polish Open Warsaw 2002,2002-11-14,CIHAK Marek/KOSTAL Radek,BITZIGEIO Jorg/SIMONER Christoph,3,1,"11,11,11,13|5,4,13,11",QR64,GRAND_SLAM,MD,1507,Qualification,CIHAK Marek (CZE) / KOSTAL Radek (CZE),BITZIGEIO Jorg (GER) / SIMONER Christoph (AUT),CIHAK Marek
Polish Open Warsaw 2002,2002-11-14,MAIER Christoph/PRESSLMAYER Bernhard,HOREJSI Miroslav/PLACHY Josef,3,1,"7,11,11,12|11,7,7,10",QR32,GRAND_SLAM,MD,1507,Qualification,MAIER Christoph (AUT) / PRESSLMAYER Bernhard (AUT),HOREJSI Miroslav (CZE) / PLACHY Josef (CZE),MAIER Christoph
Polish Open Warsaw 2002,2002-11-14,PAVELKA Tomas/VOZICKY Bohumil,JOVER Sebastien/PHUNG Armand,3,2,"11,11,10,8,12|8,3,12,11,10",QR32,GRAND_SLAM,MD,1507,Qualification,PAVELKA Tomas (CZE) / VOZICKY Bohumil (CZE),JOVER Sebastien (FRA) / PHUNG Armand (FRA),PAVELKA Tomas
Polish Open Warsaw 2002,2002-11-14,CIHAK Marek/KOSTAL Radek,KISHIKAWA Seiya/SAKAMOTO Ryusuke,3,1,"12,11,16,11|10,8,18,9",QR32,GRAND_SLAM,MD,1507,Qualification,CIHAK Marek (CZE) / KOSTAL Radek (CZE),KISHIKAWA Seiya (JPN) / SAKAMOTO Ryusuke (JPN),CIHAK Marek
Polish Open Warsaw 2002,2002-11-14,KLASEK Marek/OLEJNIK Martin,MARSI Marton/ZWICKL Daniel,3,0,"15,11,12|13,5,10",QR32,GRAND_SLAM,MD,1507,Qualification,KLASEK Marek (CZE) / OLEJNIK Martin (CZE),MARSI Marton (HUN) / ZWICKL Daniel (HUN),KLASEK Marek
Polish Open Warsaw 2002,2002-11-14,KLASEK Marek/OLEJNIK Martin,KEINATH Thomas/STEGER Bastian,3,1,"5,11,11,11|11,8,5,9",QR16,GRAND_SLAM,MD,1507,Qualification,KLASEK Marek (CZE) / OLEJNIK Martin (CZE),KEINATH Thomas (SVK) / STEGER Bastian (GER),KLASEK Marek
Polish Open Warsaw 2002,2002-11-14,QIN Zhijian/WANG Liqin,KLASEK Marek/OLEJNIK Martin,4,1,"6,11,11,11,11|11,5,5,6,7",R16,GRAND_SLAM,MD,1507,Main Draw,QIN Zhijian (CHN) / WANG Liqin (CHN),KLASEK Marek (CZE) / OLEJNIK Martin (CZE),QIN Zhijian
Polish Open Warsaw 2002,2002-11-14,LAKEEV Vasily/LIVENTSOV Alexey,OLLIVIER Brice/QUENTEL Dorian,3,1,"9,11,11,11|11,8,8,7",QR32,GRAND_SLAM,MD,1507,Qualification,LAKEEV Vasily (RUS) / LIVENTSOV Alexey (RUS),OLLIVIER Brice (FRA) / QUENTEL Dorian (FRA),LAKEEV Vasily
Polish Open Warsaw 2002,2002-11-14,ARAI Shu/FAZEKAS Peter,FETH Stefan/SCHLICHTER Jorg,3,1,"11,5,11,11|2,11,7,6",QR64,GRAND_SLAM,MD,1507,Qualification,ARAI Shu (JPN) / FAZEKAS Peter (HUN),FETH Stefan (GER) / SCHLICHTER Jorg (GER),ARAI Shu
Polish Open Warsaw 2002,2002-11-14,ADAMIAK Grzegorz/SZAFRANEK Piotr,ROBERTSON Adam/ROSNER Benjamin,3,0,"12,11,11|10,7,8",QR64,GRAND_SLAM,MD,1507,Qualification,ADAMIAK Grzegorz (ESP) / SZAFRANEK Piotr (POL),ROBERTSON Adam (WAL) / ROSNER Benjamin (GER),ADAMIAK Grzegorz
Polish Open Warsaw 2002,2002-11-14,HIELSCHER Lars/WOSIK Torben,TANG Peng/WANG Jianjun,3,0,"14,11,16|12,9,14",QR32,GRAND_SLAM,MD,1507,Qualification,HIELSCHER Lars (GER) / WOSIK Torben (GER),TANG Peng (HKG) / WANG Jianjun (CHN),HIELSCHER Lars
Polish Open Warsaw 2002,2002-11-14,HIELSCHER Lars/WOSIK Torben,OMORI Takahiro/YUZAWA Ryo,3,1,"11,8,11,11|7,11,8,1",QR16,GRAND_SLAM,MD,1507,Qualification,HIELSCHER Lars (GER) / WOSIK Torben (GER),OMORI Takahiro (JPN) / YUZAWA Ryo (JPN),HIELSCHER Lars
Polish Open Warsaw 2002,2002-11-14,MAZE Michael/SCHLAGER Werner,HIELSCHER Lars/WOSIK Torben,4,1,"11,11,11,10,11|2,8,7,12,8",R16,GRAND_SLAM,MD,1507,Main Draw,MAZE Michael (DEN) / SCHLAGER Werner (AUT),HIELSCHER Lars (GER) / WOSIK Torben (GER),MAZE Michael
Polish Open Warsaw 2002,2002-11-14,BOLL Timo/FEJER-KONNERTH Zoltan,ARAI Shu/FAZEKAS Peter,4,0,"16,11,11,11|14,7,4,8",R16,GRAND_SLAM,MD,1507,Main Draw,BOLL Timo (GER) / FEJER-KONNERTH Zoltan (GER),ARAI Shu (JPN) / FAZEKAS Peter (HUN),BOLL Timo
Polish Open Warsaw 2002,2002-11-14,QIN Zhijian/WANG Liqin,BOLL Timo/FEJER-KONNERTH Zoltan,4,3,"9,11,7,11,7,11,11|11,9,11,8,11,5,9",QF,GRAND_SLAM,MD,1507,Main Draw,QIN Zhijian (CHN) / WANG Liqin (CHN),BOLL Timo (GER) / FEJER-KONNERTH Zoltan (GER),QIN Zhijian
Polish Open Warsaw 2002,2002-11-14,ARAI Shu/FAZEKAS Peter,GARDOS Robert/LENGEROV Kostadin,3,2,"14,6,11,4,11|12,11,9,11,5",QR32,GRAND_SLAM,MD,1507,Qualification,ARAI Shu (JPN) / FAZEKAS Peter (HUN),GARDOS Robert (AUT) / LENGEROV Kostadin (AUT),ARAI Shu
Polish Open Warsaw 2002,2002-11-14,LINDNER Adam/PAZSY Ferenc,DZIUBANSKI Michal/REDZIMSKI Tomasz,3,1,"11,7,14,11|7,11,12,7",QR32,GRAND_SLAM,MD,1507,Qualification,LINDNER Adam (HUN) / PAZSY Ferenc (HUN),DZIUBANSKI Michal (POL) / REDZIMSKI Tomasz (POL),LINDNER Adam
Polish Open Warsaw 2002,2002-11-14,LINDNER Adam/PAZSY Ferenc,PAVELKA Tomas/VOZICKY Bohumil,3,1,"11,13,7,11|4,11,11,4",QR16,GRAND_SLAM,MD,1507,Qualification,LINDNER Adam (HUN) / PAZSY Ferenc (HUN),PAVELKA Tomas (CZE) / VOZICKY Bohumil (CZE),LINDNER Adam
Polish Open Warsaw 2002,2002-11-14,OMORI Takahiro/YUZAWA Ryo,BAST Mike/CIOCIU Traian,3,1,"7,11,11,11|11,6,6,5",QR32,GRAND_SLAM,MD,1507,Qualification,OMORI Takahiro (JPN) / YUZAWA Ryo (JPN),BAST Mike (LUX) / CIOCIU Traian (LUX),OMORI Takahiro
Polish Open Warsaw 2002,2002-11-14,HEISTER Danny/KEEN Trinko,LAKEEV Vasily/LIVENTSOV Alexey,4,0,"15,11,11,11|13,2,5,8",R16,GRAND_SLAM,MD,1507,Main Draw,HEISTER Danny (NED) / KEEN Trinko (NED),LAKEEV Vasily (RUS) / LIVENTSOV Alexey (RUS),HEISTER Danny
Polish Open Warsaw 2002,2002-11-14,HEISTER Danny/KEEN Trinko,CHEN Weixing/SMIRNOV Alexey,4,2,"11,5,11,11,9,11|2,11,2,7,11,2",QF,GRAND_SLAM,MD,1507,Main Draw,HEISTER Danny (NED) / KEEN Trinko (NED),CHEN Weixing (AUT) / SMIRNOV Alexey (RUS),HEISTER Danny
Polish Open Warsaw 2002,2002-11-14,QIN Zhijian/WANG Liqin,HEISTER Danny/KEEN Trinko,4,3,"13,13,6,5,13,11,11|15,11,11,11,11,6,8",SF,GRAND_SLAM,MD,1507,Main Draw,QIN Zhijian (CHN) / WANG Liqin (CHN),HEISTER Danny (NED) / KEEN Trinko (NED),QIN Zhijian
Polish Open Warsaw 2002,2002-11-14,KUSINSKI Marcin/SUCH Bartosz,ERLANDSEN Geir/WANG Jianfeng,3,0,"11,11,11|6,8,4",QR32,GRAND_SLAM,MD,1507,Qualification,KUSINSKI Marcin (POL) / SUCH Bartosz (POL),ERLANDSEN Geir (NOR) / WANG Jianfeng (NOR),KUSINSKI Marcin
Polish Open Warsaw 2002,2002-11-14,TANG Peng/WANG Jianjun,CHMIEL Pawel/LEWANDOWSKI Tomasz,3,1,"11,5,11,12|4,11,3,10",QR64,GRAND_SLAM,MD,1507,Qualification,TANG Peng (HKG) / WANG Jianjun (CHN),CHMIEL Pawel (POL) / LEWANDOWSKI Tomasz (POL),TANG Peng
Polish Open Warsaw 2002,2002-11-14,MANSSON Magnus/NILSSON Peter,GODLEWSKI Lukasz/WOS Alan,3,1,"9,11,11,11|11,7,9,7",QR64,GRAND_SLAM,MD,1507,Qualification,MANSSON Magnus (SWE) / NILSSON Peter (SWE),GODLEWSKI Lukasz (POL) / WOS Alan (POL),MANSSON Magnus
Polish Open Warsaw 2002,2002-11-14,DZIUBANSKI Michal/REDZIMSKI Tomasz,KHOMUTOV Mikhail/RUBTSOV Igor,3,0,"11,11,11|7,8,6",QR64,GRAND_SLAM,MD,1507,Qualification,DZIUBANSKI Michal (POL) / REDZIMSKI Tomasz (POL),KHOMUTOV Mikhail (RUS) / RUBTSOV Igor (RUS),DZIUBANSKI Michal
